Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Madagascar,MDG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4175487806,4261028217,4357799138,4317297682,4488371416,4468072583,4560318283,4812438471,5141069601,5332380222,5613740896,5834325268,5760076388,5609250036,5721820918,5793841000,5616036224,5748799340,5595777457,6147221756,6205786804,5597619697,5491264923,5540686307,5638212467,5703409607,5815209261,5883532926,6083980727,6331895681,6530014685,6118209000,6190458009,6320452872,6317791879,6423841848,6562224537,6804599816,7071141067,7403430040,7733390473,8195865456,7178924839,7881374890,8295699053,8690229650,9159372432,9682424275,10332370458,9921275541,9982711030,10140281078,10445619788,10685909460,11042733589,11388624679,11843389099,12309227038,12871116512,13495494374,..
Malawi,MWI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,872749542,939424097.3,945702876.7,932547407.2,957363456.7,1087722789,1231835576,1321532299,1296118187,1372360523,1378938219,1602582192,1702444681,1741612172,1866589628,1980205649,2079171006,2181425288,2394006666,2499250880,2509416493,2376665369,2436164089,2526757943,2662199853,2783888537,2777908674,2823056335,2912753057,2951920548,3119952559,3392331650,3143572712,3448242758,3095136433,3612916161,3877261729,4024303744,4181060581,4308260071,4376161604,4158449146,4229142782,4470442420,4712762649,4866809939,5095550005,5584722806,6011380928,6512015361,6959655571,7297481088,7435096950,7821721991,8267560145,8499051829,8710171729,9058581257,9345738574,9754076228,..
Malaysia,MYS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,11043462326,11882543931,12645525595,13573555873,14300957698,15399966772,16603737673,17244168158,18619906970,19530147388,20699327206,22776434434,24914787451,27830087065,30145177934,30386661335,33900419813,36528739152,38959322083,42601668037,45772010379,48949551034,51858697478,55101022942,59377848696,58769077153,59498163342,62587267590,68807014797,75040655705,81800713540,89608973996,97570837055,1.07225E+11,1.17103E+11,1.28613E+11,1.41478E+11,1.51838E+11,1.40664E+11,1.49297E+11,1.62523E+11,1.63364E+11,1.72171E+11,1.82138E+11,1.94493E+11,2.04863E+11,2.16305E+11,2.29929E+11,2.41039E+11,2.37391E+11,2.55017E+11,2.68517E+11,2.83214E+11,2.96507E+11,3.14318E+11,3.30321E+11,3.4502E+11,3.65075E+11,3.82489E+11,3.98947E+11,..
Maldives,MDV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1168947333,1260810777,1366692920,1469122222,1559850155,1619839034,1555958505,1669051580,1898547004,2013100661,1748799599,2205437293,2375561799,2600891738,2412877397,2588176055,2809898201,2880634127,3090375229,3316888179,3412565430,3628837781,3890494396,4206745436,4500657090,..
Mali,MLI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,1945443160,2017588172,2022248789,2146353285,2201493015,2330148629,2296242268,2261136717,2523994971,2867849874,3049919545,3005284694,3317704390,3174185811,3222078063,2984339191,3038680240,3029958889,3644635587,3742771806,3737563205,4013758699,4181428978,4076793104,4555620762,4408990706,4548851306,4720794885,4764274463,5100431445,5346732521,5751569338,6079463065,6075764625,7009988743,7227740601,7886841302,8009875921,8533303592,8931142153,9243162037,9684351571,10149812717,10689167195,11032624437,10940310648,11191398248,11984273436,12723918827,13468560627,14183129196,14856329200,15562204140,..
Malta,MLT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,1127868968,1155546800,1223011402,1273719147,1401554746,1675699987,1960855355,2199769301,2445289032,2701818758,2892289178,2988074914,3056336060,3037619360,3066245002,3145516011,3267725284,3402045605,3688301761,3989971856,4240996584,4506334200,4717723292,4929112648,5207661967,5537957572,5747144824,6049271086,6359332599,6659491501,7110351989,7026826922,7207083561,7500705017,7511226146,7765375522,7960297534,8340378323,8659511153,8561323237,9035932178,9078134550,9451945475,9969284092,10730293228,11761274002,12218929511,13198284425,13881770582,14564729002,..
Marshall Islands,MHL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72197643.36,75685676.39,87423013.82,90802810.16,85121012.6,106011836.5,115938523.9,124969029.8,122855042.6,126142946.4,126253772,135269372.9,143393977.1,151822243.3,164291756,147364860.7,137866225.6,136736599.1,135020348.7,136848628.9,146190013.6,151659662.4,149209043.6,150625452.2,154066926.1,155096338.8,159391140.5,148627306,150773196.5,162164700,160938502.2,157123714.1,162964989.1,161433174.7,164002042.1,166145000.9,172884913.1,179151563.7,..,..
Mauritania,MRT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,1210392130,1219186940,1195001105,1525907503,1772163499,1776256523,1839617953,2027193542,2052503704,2298515385,2340874414,2323717961,2217181140,2486848259,2359164158,2560780802,2512674136,2499992322,2619742950,2708059992,2801495872,2735942994,2838139823,2746556898,2828809699,2990435986,3047265757,3099690856,3247781234,3190253138,3247297649,3308156090,3502465184,3395264103,3728672262,3945637237,3786048185,3891217212,4034148559,3876089575,3845100478,3898219925,4168299109,4365574615,4739542277,5608451983,5497997853,5479795126,5485158523,5628882266,5863763325,6125874318,6380147917,6652887965,7010569791,7098966712,7347230002,7502643580,7947658539,..
Mauritius,MUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2180096680,2322841105,2411824644,2496637078,2245443968,2377528906,2508223475,2517849920,2636148221,2819478502,3094153037,3369255416,3598073234,3758732551,4028862765,4207560808,4481586562,4709343611,4904128793,5114404916,5400189879,5707324461,6053869787,6211932230,6721484096,6946488513,7058668651,7476926214,7800678605,7939339024,8325631105,8802441342,9276625562,9584152842,10003670690,10411574172,10775575125,11137678209,11554737009,11965285104,12424504685,12898394193,13383332183,13786807917,..
Mexico,MEX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.47593E+11,1.54973E+11,1.62202E+11,1.75351E+11,1.96227E+11,2.1016E+11,2.22971E+11,2.36026E+11,2.58267E+11,2.67097E+11,2.84464E+11,2.95167E+11,3.19456E+11,3.44569E+11,3.64474E+11,3.85411E+11,4.02437E+11,4.16082E+11,4.5335E+11,4.97317E+11,5.43235E+11,5.89549E+11,5.86479E+11,5.66032E+11,5.85338E+11,5.98143E+11,5.79727E+11,5.89712E+11,5.9728E+11,6.21801E+11,6.53984E+11,6.81548E+11,7.05682E+11,7.19381E+11,7.54926E+11,7.07432E+11,7.55348E+11,8.07065E+11,8.48742E+11,8.72112E+11,9.15216E+11,9.11515E+11,9.11152E+11,9.24331E+11,9.6057E+11,9.82738E+11,1.02691E+12,1.05044E+12,1.06246E+12,1.0063E+12,1.0578E+12,1.09655E+12,1.13649E+12,1.15188E+12,1.1847E+12,1.22372E+12,1.25591E+12,1.28245E+12,1.3106E+12,1.30988E+12,..
"Micronesia, Fed. Sts.",FSM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,204059968.5,206508198.5,211771892.9,219238994.3,227440564.7,244333351.6,254126271.5,274813814.8,273344876.8,292518557.1,283209529.8,266044377.4,273628014.6,277388863.1,290797573.8,297100909.1,298726044.2,303422361.3,294076488.2,300081139.5,299837907.8,294332328.3,287243356,290383210.9,296944100,306412384.6,300692217.7,289627442.3,282949283,296026870.6,298691646.6,306703111.9,307352260.1,..,..
Moldova,MDA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4794228776,4512469065,4586792341,4286715578,4142328086,4229636600,4487644450,4837680701,5156967630,5538583218,5953976967,6239767853,6426960903,6928263863,6512568011,6974960345,7380775145,7337248195,8000819052,8400830055,8372415480,8741545795,9151593647,9545247409,9887013490,..
Monaco,MCO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,2014669330,2119997452,2218541498,2363939328,2469716418,2445695030,2553590016,2644325098,2748869847,2846020541,2893989005,2920682534,2991724909,3027475224,3072418567,3124916973,3201551333,3281096251,3431980791,3574876779,3669377009,3706625878,3757282116,3722943656,3805430068,3885996818,3929159751,4017064828,4157793318,4295023068,4462968315,4560606125,4607420522,4657527907,4772591409,4863051836,5145300278,5887710460,5926971762,5257223916,5367625613,5743359406,5800793053,6357669097,6815421318,7149376906,7399605197,7148018560,7584047726,..,..
Mongolia,MNG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2497286677,2705613731,2863460263,3033361372,3206653432,3507277015,3628581398,3813928331,3973281722,3846754148,3512334856,3187216784,3086220528,3152092285,3353083145,3428027700,3561608121,3680563574,3793570458,3837047132,3950344027,4137312960,4427116614,4897515726,5252765132,5702204050,6286566854,6846094436,6759244954,7189481824,8432599136,9471480158,10574804943,11408652157,11680159346,11816629564,12447287566,13349296396,14037996022,..
Montenegro,MNE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3058958383,3208847549,2907215835,2997339531,3030305551,3088000567,3164665102,3304734855,3442892651,3737825279,3992376805,4280736282,4032663497,4142931813,4276683011,4160194857,4307839363,4384678818,4533336477,4667038762,4887159162,5135324738,5343969842,..
Morocco,MAR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,11947014184,13145161284,14445446370,15653398482,16391215216,17308614101,17730466109,18361548509,19389069935,20854538799,23109494480,24509737500,25056957436,26258134655,27214499196,26740032111,29135236266,29539216589,31435157625,33323672524,36413145450,36294801243,40604894539,41760592095,43185385082,46301680542,45330392242,44994679123,49758715929,47069034480,52892827881,52067328270,55836249261,56440024805,57519650790,61730070508,63656943581,67451637211,70687304633,73014076005,78544623311,81318500634,86135221236,89790590993,93216746662,98106615022,1.0106E+11,1.05643E+11,1.08463E+11,1.13384E+11,1.14585E+11,1.19454E+11,1.23215E+11,1.26273E+11,..
Mozambique,MOZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2770630718,2909162336,2708430151,2283206562,2134798138,2156146050,2106554776,2416218337,2614348124,2784280871,2812123481,2950633252,2769915361,3063485663,3263635327,3337385560,3711256832,4130668514,4540895611,5072113361,5131979555,5752275478,6286722378,6719156643,7251072486,7732972113,8482635358,9138321546,9807041557,10426669785,11104648673,11928323142,12794133231,13685066406,14697557795,15685715579,16285570961,16894865892,17476693622,17875790909,..
Myanmar,MMR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3333228175,3348946382,3485813552,3951145084,3718263848,4115844769,3916153089,3684110880,4128390344,4264286267,4476619178,4661501868,4775048659,4728820233,4981451576,5188316773,5503786990,5831388166,6211467377,6534543031,7053290218,7501580035,7921959310,8269819885,8677747608,8925150213,8830780249,8477051708,7514699543,7792390042,8011896470,7959769717,8728758488,9255924021,9948078165,10639275753,11324734005,11964760743,12666639111,14053019226,15984737490,17798045642,19938352012,22698616845,25777607411,29275358078,33103433579,37073010379,40874960812,45187272895,49540813342,52310879191,56146663570,60877582017,65742258214,70339509334,74384076490,79148359723,84491238202,86931311984,..
Namibia,NAM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4459425722,4502746791,4484821773,4403043273,4392612837,4413002083,4623381793,4787686108,4826617127,4916328251,5016988103,5426655908,5816796795,5724918205,5823952394,6051029124,6244137085,6507645946,6721850672,6948328545,7190976909,7275682934,7624090743,7947336507,8922438787,9148110694,9795172600,10321569496,10595071681,10626430019,11268186636,11841888118,12441286850,13139830228,13896393703,14525451084,14484676702,14447556654,14548453977,14383460524,..
Nauru,NRU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39240729.32,39240729.32,41618955.34,32106051.26,39240729.32,42808068.35,47564520.39,52320972.43,58266537.48,76103232.63,96318153.79,99885492.82,103452831.9,97507266.8,103452831.9,103452831.9,..
Nepal,NPL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2687564645,2738850526,2791171336,2844067149,3058295044,3021497974,3234230864,3183405007,3204908381,3347956954,3434200062,3393148208,3498939795,3482266078,3702818547,3756749014,3921990979,4040316405,4218322297,4318249197,4218091976,4569964118,4742680183,4601471346,5046945769,5357075804,5601661165,5696643954,6135103743,6400732135,6697408396,7123909436,7416446124,7701968177,8334762091,8623849303,9083352501,9541935774,9829757721,10263502983,10899840167,11423020739,11436744719,11887928617,12444593149,12877563075,13310843466,13764950914,14605251496,15267319043,16002656434,16550239852,17341538638,18057549556,19139013429,19774984747,19891395830,21527164664,22969698990,24575559443,..
Netherlands,NLD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.88226E+11,1.88782E+11,2.01702E+11,2.09013E+11,2.26308E+11,2.45868E+11,2.52608E+11,2.65946E+11,2.83009E+11,3.01205E+11,3.197E+11,3.33501E+11,3.45286E+11,3.64085E+11,3.76604E+11,3.76612E+11,3.93395E+11,4.0331E+11,4.14185E+11,4.22527E+11,4.28197E+11,4.24842E+11,4.1957E+11,4.28255E+11,4.41367E+11,4.52755E+11,4.65373E+11,4.74361E+11,4.90685E+11,5.12373E+11,5.33807E+11,5.46827E+11,5.56157E+11,5.63151E+11,5.79826E+11,5.97894E+11,6.18812E+11,6.45601E+11,6.75711E+11,7.09727E+11,7.39505E+11,7.56713E+11,7.58357E+11,7.59537E+11,7.74613E+11,7.905E+11,8.17859E+11,8.48715E+11,8.67135E+11,8.35338E+11,8.46555E+11,8.59687E+11,8.50829E+11,8.49721E+11,8.61816E+11,8.78701E+11,8.97959E+11,9.24098E+11,9.45915E+11,9.61782E+11,..
New Caledonia,NCL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,56438153526,58574596644,61573093053,66375965946,70354169754,69135858562,69778001161,66726737640,66939266505,68406163900,69284519004,72510355773,73184355177,75739907375,79369995219,80651858565,82834370002,83638413821,83341913510,83476416258,83604230843,82692436259,83597543346,88940497594,93493526516,97908337857,1.0145E+11,1.03529E+11,1.04356E+11,1.10044E+11,1.13241E+11,1.17164E+11,1.2264E+11,1.28221E+11,1.33385E+11,1.37814E+11,1.41737E+11,1.46089E+11,1.44584E+11,1.44373E+11,1.46619E+11,1.50078E+11,1.53439E+11,1.57472E+11,1.63182E+11,1.69087E+11,1.75305E+11,1.8085E+11,1.86486E+11,1.91728E+11,..
Nicaragua,NIC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2669697385,2869864445,3182415594,3528200300,3940946072,4316327327,4458815179,4769572919,4833626378,5135133680,5204654485,5376655642,5496056265,5848738964,6678816860,6668581781,7015978514,7603109310,7007116749,5151717100,5389300500,5678344325,5631988484,5891804032,5799532848,5562804530,5506213610,5467320308,4786648659,4703446351,4700977054,4692078975,4710206663,4691698565,4848294611,5134921324,5460694512,5677301199,5888024535,6302304209,6560798897,6755053889,6805982867,6977543517,7348202527,7662881828,7981069447,8386173966,8674287094,8388658858,8758639096,9311896894,9916867304,10405383596,10903436500,11425935367,11947292526,12500550323,12006795610,11541046299,..
Niger,NER,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2798910526,2926159999,3226931601,3531174113,3535801360,3780470392,3766010199,3770637445,3785097639,3577449233,3686768173,3896151559,3694865760,3064980432,3333939761,3240816374,3262795701,3516138120,3989853778,4275008470,4170055468,4162646694,4253161791,4088835445,3401100065,3663601303,3896318288,3899758011,4167716238,4207603199,4152547625,4134297630,4217014688,4230578946,4309046828,4414930627,4419368979,4486873767,4934332412,4923498467,4863999084,5217521099,5474143339,5592965663,5613312960,6024873704,6382211974,6582787287,7091729840,7230912194,7851191899,8036303921,8884049167,9356247986,9977702763,10415988207,11010665533,11561099402,12395715130,13127408385,..
Nigeria,NGA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,61407215816,61524992086,64049357952,69543908292,72986671585,76552053587,73298197688,61758401962,60987434624,75744798340,94686483307,1.08168E+11,1.11807E+11,1.17836E+11,1.30987E+11,1.2414E+11,1.35365E+11,1.43519E+11,1.35247E+11,1.44388E+11,1.5046E+11,1.30708E+11,1.21815E+11,1.08508E+11,1.07297E+11,1.13642E+11,1.13711E+11,1.1735E+11,1.25957E+11,1.28374E+11,1.43493E+11,1.44007E+11,1.50676E+11,1.4761E+11,1.44931E+11,1.44825E+11,1.50902E+11,1.55334E+11,1.59344E+11,1.60274E+11,1.68314E+11,1.78274E+11,2.05602E+11,2.20708E+11,2.41125E+11,2.56649E+11,2.72201E+11,2.90142E+11,3.09769E+11,3.34665E+11,3.61457E+11,3.80642E+11,3.96744E+11,4.23212E+11,4.49915E+11,4.6185E+11,4.54383E+11,4.58045E+11,4.66852E+11,4.77162E+11,..
North Macedonia,MKD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7693258824,7218525698,6744615144,6240841540,6131117174,6062771913,6134622059,6222959472,6433216821,6712355895,7017710079,6802458902,6904064882,7057514742,7387389303,7736376122,8133795710,8660335906,9134229608,9101472903,9407168702,9627285730,9583367668,9863705865,10221671934,10615805819,10918165751,11036275492,11356327481,11719729961,..
Northern Mariana Islands,MNP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1456241935,1462189826,1416589330,1237161290,1151908189,1074585608,955627791.6,788095533.5,799000000,737538461.5,741503722.1,759347394.5,788095533.5,815852357.3,1046828784,1314483871,1056741935,..,..
Norway,NOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,82968145889,88173016047,90654156346,94085455221,98798808156,1.04021E+11,1.0796E+11,1.14714E+11,1.17306E+11,1.2259E+11,1.24973E+11,1.32062E+11,1.39101E+11,1.45407E+11,1.51111E+11,1.58594E+11,1.67833E+11,1.74816E+11,1.8158E+11,1.8952E+11,1.98171E+11,2.01338E+11,2.01812E+11,2.0983E+11,2.22529E+11,2.34887E+11,2.44382E+11,2.48667E+11,2.48032E+11,2.50607E+11,2.5545E+11,2.6333E+11,2.72742E+11,2.80503E+11,2.94683E+11,3.06929E+11,3.22361E+11,3.39397E+11,3.48304E+11,3.55315E+11,3.66702E+11,3.74311E+11,3.79724E+11,3.8318E+11,3.9839E+11,4.0885E+11,4.18661E+11,4.31197E+11,4.33251E+11,4.25769E+11,4.28757E+11,4.32965E+11,4.44669E+11,4.49267E+11,4.58115E+11,4.67127E+11,4.72132E+11,4.83101E+11,4.89331E+11,4.94982E+11,..
Oman,OMN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,1446595967,1521883528,2529660856,4601144396,5782081885,6585507739,6644660421,7297513203,6257467399,6977001466,8681727310,10464964770,10570369814,10179949918,10620919038,11261938671,13181770184,14706879561,17158026752,20025406519,22830404681,23287505862,22486233049,23827318203,26628663084,26593932453,28209268789,30582763839,32430868108,33687815362,35371134744,36448518288,38647644124,39668845501,39800346255,42407693363,44308746410,43820949280,42651547279,43202692721,44278535460,46657129142,48734623737,52730900886,55954022116,56913065779,58426309456,63710994231,66963312700,67940009969,71085886877,74709182589,74967916954,76290021829,75032818561,..
Pakistan,PAK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,13590748630,14404473832,15050206030,16357893075,17596145904,19429552717,20554514454,21664584151,23231631385,24511206325,27294076752,27421914715,27644966325,29597879690,30645701374,31936319232,33583016399,34908772563,37718416858,39136039254,43134061196,46550608202,49593848068,52955506723,55637812018,59861898522,63155292855,67230288989,72356785948,75945515311,79331612043,83347035338,89769672719,91347597075,94761636375,99464286012,1.04285E+11,1.05343E+11,1.08029E+11,1.11983E+11,1.16754E+11,1.20904E+11,1.23936E+11,1.31096E+11,1.4099E+11,1.50181E+11,1.5904E+11,1.66726E+11,1.69563E+11,1.74364E+11,1.77166E+11,1.82035E+11,1.88419E+11,1.96703E+11,2.05898E+11,2.15639E+11,2.27557E+11,2.40196E+11,2.54215E+11,2.56729E+11,..
Palau,PLW,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,178469220.7,189962858.6,196762372.8,190341288.8,199584279.2,207487555,206645875.3,210822506.5,198632922.2,185542094.2,185943000,198370840.4,201688796.2,194856958.6,207120958.2,222735951.8,222550270.8,218285405.4,227145359.2,217497826.9,..
Panama,PAN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2423942593,2688796979,2910481214,3159001058,3299012103,3601202808,3874224466,4205584218,4499024173,4878804312,5218331335,5720133256,5982276238,6303184093,6457506182,6569926163,6679280045,6752353098,7413586993,7748291992,8762115842,9568827152,10080611704,9627854704,9888718902,10377442495,10747687667,10553256034,9141246863,9284055718,10035970741,10981259384,11881907175,12530153664,12887281440,13113025211,13647997721,14529793549,15596498445,16207445509,16647538296,16743140579,17116370199,17836198454,19177851509,20556984395,22335670400,25012373879,27477507118,27819050421,29440300000,32771096568,35975750623,38459254746,40407886428,42724375045,44840726939,47351362273,49099622329,50575748118,..
Papua New Guinea,PNG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2283924563,2425096492,2579674551,2684732358,2914821480,3214130501,3400992269,3539428349,3693732923,3999332363,4432972203,4712036340,4977962625,5302986988,5441423192,5393544971,5210787471,5254287938,5703522166,5808033250,5674248038,5658653527,5678625421,5861656779,5840863931,6074509606,6359589809,6535781916,6725923529,6630443672,6430723488,7044658082,8020278786,9480152865,10043473888,9710788959,10461791837,10053322719,9674401603,9853915349,9608075731,9596422230,9581173464,9788519878,10054882706,10692844495,11271321389,12152196498,12116170376,12940121005,14250755222,14408588548,15079613755,15656400878,17776867901,18946293629,19986364262,20692804468,20635019328,21852485469,..
Paraguay,PRY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2597665884,2776912247,2868557530,3003674946,3130204073,3323274271,3389457388,3699605186,3867089044,4048886755,4273738675,4510424816,4809524503,5160755079,5593305079,5976583217,6426377853,7165030968,8026893194,8979055062,10030695095,10950555861,10797508952,10468982013,10763851303,11250714901,11809294407,12704711054,13456241983,14389459803,14982777935,15506223780,15769275704,16547703830,17427697094,18616755807,18909743542,19711992457,19725404054,19455939311,19005701526,18847183576,18843149451,19657313980,20454893447,20891296689,21895565804,23082660808,24550515091,24487181775,27215968616,28372405344,28219616269,30595001138,32082190602,33070442062,34496738802,36205628582,37420751807,37409557616,..
Peru,PER,GDP (constant 2010 US$),NY.GDP.MKTP.KD,27007516808,28991785084,31901195760,33281959208,35461217848,37454752994,40540620296,42102473804,42166569647,43648496412,45117681232,47188826404,48829834416,51894851263,56766135283,59207569086,60064368328,60274031234,58681288164,61081793296,64712089139,68304931387,68152800291,61059398363,63262596415,64566522075,70652538144,77524307460,70205025606,61561353755,58494020190,59792154058,59468972009,62587273353,70290744142,75500268872,77613501072,82640391264,82316823096,83547386045,85798462918,86328605036,91036560494,94828254301,99530031846,1.05786E+11,1.1375E+11,1.2344E+11,1.34706E+11,1.36182E+11,1.47529E+11,1.56863E+11,1.66494E+11,1.76238E+11,1.80437E+11,1.86305E+11,1.9367E+11,1.98548E+11,2.06445E+11,2.10883E+11,..
Philippines,PHL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,28897257012,30520294373,31977065211,34234801879,35414869387,37279749285,38929748816,41002427111,43030168555,45033807500,46729152405,49265905831,51949316807,56583531886,58596839067,61857620512,67305192628,71075666925,74751773831,78967531489,83033499637,85875959836,88984092158,90652202604,84013123029,77874612759,80535419137,84007812311,89680477205,95245429827,98138001427,97570435359,97899836106,99971697366,1.04358E+11,1.09241E+11,1.15627E+11,1.21622E+11,1.20921E+11,1.24648E+11,1.30146E+11,1.34115E+11,1.39099E+11,1.46174E+11,1.55777E+11,1.63476E+11,1.72167E+11,1.83391E+11,1.91359E+11,1.9413E+11,2.08369E+11,2.16408E+11,2.31334E+11,2.4695E+11,2.62626E+11,2.79299E+11,2.99267E+11,3.20009E+11,3.40303E+11,3.60859E+11,..
Poland,POL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.26662E+11,2.1076E+11,2.16061E+11,2.24138E+11,2.36001E+11,2.52764E+11,2.68221E+11,2.85519E+11,2.98769E+11,3.12676E+11,3.26937E+11,3.31052E+11,3.37792E+11,3.49609E+11,3.67029E+11,3.799E+11,4.03193E+11,4.31664E+11,4.49794E+11,4.62533E+11,4.79834E+11,5.02663E+11,5.09323E+11,5.15056E+11,5.32458E+11,5.55015E+11,5.72452E+11,6.00105E+11,6.32233E+11,6.60942E+11,..
Portugal,PRT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,39866242631,42072800680,44855684106,47490373373,50487370867,54258266807,56470869787,60731304693,66121517248,67523783481,76040291885,81083020182,87582388346,97392204404,98505260293,94222615508,1.00724E+11,1.06367E+11,1.09363E+11,1.1553E+11,1.20832E+11,1.22787E+11,1.25409E+11,1.25192E+11,1.22838E+11,1.26287E+11,1.31516E+11,1.39909E+11,1.50387E+11,1.60072E+11,1.66396E+11,1.73665E+11,1.75557E+11,1.7197E+11,1.73629E+11,1.81065E+11,1.8741E+11,1.95658E+11,2.05065E+11,2.13076E+11,2.21207E+11,2.25507E+11,2.27245E+11,2.25131E+11,2.29158E+11,2.30949E+11,2.34702E+11,2.40585E+11,2.41353E+11,2.33818E+11,2.37881E+11,2.33846E+11,2.24358E+11,2.22288E+11,2.24049E+11,2.28064E+11,2.3267E+11,2.40828E+11,2.4769E+11,2.53228E+11,..
